country,year_raw,value,year
   Belgium/Luxembourg,2015,0,2015
   Bulgaria,2015,40920000,2015
   Croatia,2015,26220000,2015
   Cyprus,2015,5340000,2015
   Czechia,2015,124080000,2015
   Denmark,2015,50460000,2015
   Estonia,2015,7560000,2015
   Finland,2015,79260000,2015
   France,2015,408540000,2015
   Germany,2015,1278960000,2015
   Greece,2015,72600000,2015
   Hungary,2015,42840000,2015
   Ireland,2015,21420000,2015
   Italy,2015,559680000,2015
   Latvia,2015,12120000,2015
   Lithuania,2015,25680000,2015
   Luxembourg,2015,22560000,2015
   Malta,2015,960000,2015
   Netherlands,2015,250560000,2015
   Poland,2015,219960000,2015
   Portugal,2015,62640000,2015
   Romania,2015,60720000,2015
   Slovakia,2015,54600000,2015
   Slovenia,2015,16320000,2015
   Spain,2015,325740000,2015
   Sweden,2015,127260000,2015
Japan,2015,483780000,2015
Norway,2015,48000000,2015
Russian Federation,2015,282600000,2015
Switzerland,2015,164880000,2015
Tunisia,2015,27540000,2015
United Kingdom,2015,293700000,2015
United States of America,2015,1662480000,2015
   Austria,2016,89700000,2016
   Belgium,2016,363120000,2016
   Belgium/Luxembourg,2016,0,2016
   Bulgaria,2016,46740000,2016
   Croatia,2016,28740000,2016
   Cyprus,2016,5580000,2016
   Czechia,2016,106740000,2016
   Denmark,2016,54360000,2016
   Estonia,2016,8100000,2016
   Finland,2016,83340000,2016
   France,2016,404280000,2016
   Germany,2016,1342080000,2016
   Greece,2016,95040000,2016
   Hungary,2016,43500000,2016
   Ireland,2016,24180000,2016
   Italy,2016,613440000,2016
   Latvia,2016,13860000,2016
   Lithuania,2016,29940000,2016
   Luxembourg,2016,23640000,2016
   Malta,2016,1140000,2016
   Netherlands,2016,286860000,2016
   Poland,2016,229620000,2016
   Portugal,2016,67680000,2016
   Romania,2016,68040000,2016
   Slovakia,2016,54360000,2016
   Slovenia,2016,19380000,2016
   Spain,2016,339600000,2016
   Sweden,2016,141000000,2016
Japan,2016,481560000,2016
Norway,2016,47940000,2016
Russian Federation,2016,313980000,2016
Switzerland,2016,168960000,2016
Tunisia,2016,27960000,2016
United Kingdom,2016,303120000,2016
United States of America,2016,1730280000,2016
   Austria,2017,87600000,2017
   Belgium,2017,340620000,2017
   Belgium/Luxembourg,2017,0,2017
   Bulgaria,2017,42420000,2017
   Croatia,2017,26340000,2017
   Cyprus,2017,6000000,2017
   Czechia,2017,90420000,2017
   Denmark,2017,51120000,2017
   Estonia,2017,7980000,2017
   Finland,2017,81600000,2017
   France,2017,418020000,2017
   Germany,2017,1305900000,2017
   Greece,2017,52020000,2017
   Hungary,2017,43320000,2017
   Ireland,2017,25620000,2017
   Italy,2017,601200000,2017
   Latvia,2017,13740000,2017
   Lithuania,2017,25920000,2017
   Luxembourg,2017,22800000,2017
   Malta,2017,1020000,2017
   Netherlands,2017,304080000,2017
   Poland,2017,239940000,2017
   Portugal,2017,65640000,2017
   Romania,2017,69300000,2017
   Slovakia,2017,43380000,2017
   Slovenia,2017,24060000,2017
   Spain,2017,324840000,2017
   Sweden,2017,138360000,2017
Japan,2017,458820000,2017
Norway,2017,48060000,2017
Russian Federation,2017,328080000,2017
Switzerland,2017,174240000,2017
Tunisia,2017,32760000,2017
United Kingdom,2017,299340000,2017
United States of America,2017,1769280000,2017
   Austria,2018,85740000,2018
   Belgium,2018,344520000,2018
   Belgium/Luxembourg,2018,0,2018
   Bulgaria,2018,44220000,2018
   Croatia,2018,26760000,2018
   Cyprus,2018,7980000,2018
   Czechia,2018,114180000,2018
   Denmark,2018,52080000,2018
   Estonia,2018,8820000,2018
   Finland,2018,77100000,2018
   France,2018,457440000,2018
   Germany,2018,1328820000,2018
   Greece,2018,69600000,2018
   Hungary,2018,46740000,2018
   Ireland,2018,26400000,2018
   Italy,2018,638340000,2018
   Latvia,2018,14580000,2018
   Lithuania,2018,26460000,2018
   Luxembourg,2018,25980000,2018
   Malta,2018,1140000,2018
   Netherlands,2018,331200000,2018
   Poland,2018,259500000,2018
   Portugal,2018,68400000,2018
   Romania,2018,70440000,2018
   Slovakia,2018,53400000,2018
   Slovenia,2018,33000000,2018
   Spain,2018,340380000,2018
   Sweden,2018,135720000,2018
Japan,2018,452400000,2018
Norway,2018,44580000,2018
Russian Federation,2018,317280000,2018
Switzerland,2018,185160000,2018
Tunisia,2018,31980000,2018
United Kingdom,2018,341280000,2018
United States of America,2018,1735080000,2018
   Austria,2019,86880000,2019
   Belgium,2019,371940000,2019
   Belgium/Luxembourg,2019,0,2019
   Bulgaria,2019,47100000,2019
   Croatia,2019,27960000,2019
   Cyprus,2019,7980000,2019
   Czechia,2019,96540000,2019
   Denmark,2019,54480000,2019
   Estonia,2019,8880000,2019
   Finland,2019,90900000,2019
   France,2019,479580000,2019
   Germany,2019,1345920000,2019
   Greece,2019,74760000,2019
   Hungary,2019,46380000,2019
   Ireland,2019,26280000,2019
   Italy,2019,654840000,2019
   Latvia,2019,14100000,2019
   Lithuania,2019,28440000,2019
   Luxembourg,2019,24120000,2019
   Malta,2019,1380000,2019
   Netherlands,2019,321240000,2019
   Poland,2019,267120000,2019
   Portugal,2019,73200000,2019
   Romania,2019,69900000,2019
   Slovakia,2019,46380000,2019
   Slovenia,2019,37200000,2019
   Spain,2019,359040000,2019
   Sweden,2019,140880000,2019
Japan,2019,482400000,2019
Norway,2019,47160000,2019
Russian Federation,2019,355020000,2019
Switzerland,2019,193680000,2019
Tunisia,2019,30480000,2019
United Kingdom,2019,333240000,2019
United States of America,2019,1851240000,2019
