country,year_raw,value,year
   Belgium/Luxembourg,2015,0,2015
   Bulgaria,2015,24360000,2015
   Croatia,2015,22500000,2015
   Cyprus,2015,5580000,2015
   Czechia,2015,42480000,2015
   Denmark,2015,43860000,2015
   Estonia,2015,7140000,2015
   Finland,2015,66600000,2015
   France,2015,335460000,2015
   Germany,2015,505260000,2015
   Greece,2015,62940000,2015
   Hungary,2015,24240000,2015
   Ireland,2015,17580000,2015
   Italy,2015,339600000,2015
   Latvia,2015,6360000,2015
   Lithuania,2015,12720000,2015
   Luxembourg,2015,13320000,2015
   Malta,2015,900000,2015
   Netherlands,2015,101760000,2015
   Poland,2015,85200000,2015
   Portugal,2015,46980000,2015
   Romania,2015,58920000,2015
   Slovakia,2015,16020000,2015
   Slovenia,2015,11280000,2015
   Spain,2015,211440000,2015
   Sweden,2015,97380000,2015
Japan,2015,461700000,2015
Norway,2015,47280000,2015
Russian Federation,2015,230760000,2015
Switzerland,2015,65760000,2015
Tunisia,2015,27480000,2015
United Kingdom,2015,215460000,2015
United States of America,2015,1466280000,2015
   Austria,2016,71580000,2016
   Belgium,2016,90120000,2016
   Belgium/Luxembourg,2016,0,2016
   Bulgaria,2016,27120000,2016
   Croatia,2016,22800000,2016
   Cyprus,2016,5580000,2016
   Czechia,2016,48360000,2016
   Denmark,2016,45180000,2016
   Estonia,2016,7260000,2016
   Finland,2016,68820000,2016
   France,2016,322500000,2016
   Germany,2016,514980000,2016
   Greece,2016,83160000,2016
   Hungary,2016,22260000,2016
   Ireland,2016,19080000,2016
   Italy,2016,359880000,2016
   Latvia,2016,6660000,2016
   Lithuania,2016,14520000,2016
   Luxembourg,2016,13380000,2016
   Malta,2016,1080000,2016
   Netherlands,2016,124740000,2016
   Poland,2016,118500000,2016
   Portugal,2016,52020000,2016
   Romania,2016,64320000,2016
   Slovakia,2016,13560000,2016
   Slovenia,2016,11580000,2016
   Spain,2016,206220000,2016
   Sweden,2016,107880000,2016
Japan,2016,472320000,2016
Norway,2016,46920000,2016
Russian Federation,2016,266340000,2016
Switzerland,2016,63960000,2016
Tunisia,2016,27900000,2016
United Kingdom,2016,210060000,2016
United States of America,2016,1514580000,2016
   Austria,2017,69720000,2017
   Belgium,2017,78000000,2017
   Belgium/Luxembourg,2017,0,2017
   Bulgaria,2017,24900000,2017
   Croatia,2017,21660000,2017
   Cyprus,2017,5820000,2017
   Czechia,2017,48240000,2017
   Denmark,2017,43980000,2017
   Estonia,2017,6540000,2017
   Finland,2017,63720000,2017
   France,2017,333000000,2017
   Germany,2017,513300000,2017
   Greece,2017,45360000,2017
   Hungary,2017,24480000,2017
   Ireland,2017,17460000,2017
   Italy,2017,336600000,2017
   Latvia,2017,7080000,2017
   Lithuania,2017,14400000,2017
   Luxembourg,2017,12660000,2017
   Malta,2017,960000,2017
   Netherlands,2017,117840000,2017
   Poland,2017,134460000,2017
   Portugal,2017,50640000,2017
   Romania,2017,66180000,2017
   Slovakia,2017,9120000,2017
   Slovenia,2017,11400000,2017
   Spain,2017,189060000,2017
   Sweden,2017,103560000,2017
Japan,2017,464520000,2017
Norway,2017,46860000,2017
Russian Federation,2017,270720000,2017
Switzerland,2017,53640000,2017
Tunisia,2017,32760000,2017
United Kingdom,2017,199980000,2017
United States of America,2017,1570980000,2017
   Austria,2018,70320000,2018
   Belgium,2018,81900000,2018
   Belgium/Luxembourg,2018,0,2018
   Bulgaria,2018,25560000,2018
   Croatia,2018,21600000,2018
   Cyprus,2018,7800000,2018
   Czechia,2018,69480000,2018
   Denmark,2018,44340000,2018
   Estonia,2018,7560000,2018
   Finland,2018,66360000,2018
   France,2018,359160000,2018
   Germany,2018,507660000,2018
   Greece,2018,63540000,2018
   Hungary,2018,26880000,2018
   Ireland,2018,22200000,2018
   Italy,2018,357300000,2018
   Latvia,2018,5880000,2018
   Lithuania,2018,15720000,2018
   Luxembourg,2018,15360000,2018
   Malta,2018,1140000,2018
   Netherlands,2018,128700000,2018
   Poland,2018,146160000,2018
   Portugal,2018,52380000,2018
   Romania,2018,67200000,2018
   Slovakia,2018,16680000,2018
   Slovenia,2018,13080000,2018
   Spain,2018,185700000,2018
   Sweden,2018,100980000,2018
Japan,2018,470040000,2018
Norway,2018,44040000,2018
Russian Federation,2018,254040000,2018
Switzerland,2018,70200000,2018
Tunisia,2018,31980000,2018
United Kingdom,2018,227280000,2018
United States of America,2018,1590840000,2018
   Austria,2019,70380000,2019
   Belgium,2019,71100000,2019
   Belgium/Luxembourg,2019,0,2019
   Bulgaria,2019,25380000,2019
   Croatia,2019,22860000,2019
   Cyprus,2019,6900000,2019
   Czechia,2019,50580000,2019
   Denmark,2019,46680000,2019
   Estonia,2019,7380000,2019
   Finland,2019,80880000,2019
   France,2019,371520000,2019
   Germany,2019,520200000,2019
   Greece,2019,68340000,2019
   Hungary,2019,25080000,2019
   Ireland,2019,22200000,2019
   Italy,2019,328140000,2019
   Latvia,2019,6840000,2019
   Lithuania,2019,15060000,2019
   Luxembourg,2019,13440000,2019
   Malta,2019,1380000,2019
   Netherlands,2019,121800000,2019
   Poland,2019,150060000,2019
   Portugal,2019,55860000,2019
   Romania,2019,66480000,2019
   Slovakia,2019,13620000,2019
   Slovenia,2019,12240000,2019
   Spain,2019,195180000,2019
   Sweden,2019,106140000,2019
Japan,2019,453060000,2019
Norway,2019,46260000,2019
Russian Federation,2019,289200000,2019
Switzerland,2019,64380000,2019
Tunisia,2019,30480000,2019
United Kingdom,2019,226200000,2019
United States of America,2019,1638600000,2019
