country,year_raw,value,year
   Lithuania,2015,12960000,2015
   Luxembourg,2015,9240000,2015
   Malta,2015,60000,2015
   Netherlands,2015,148800000,2015
   Poland,2015,134760000,2015
   Portugal,2015,13920000,2015
   Romania,2015,1800000,2015
   Slovakia,2015,38580000,2015
   Slovenia,2015,5040000,2015
   Spain,2015,114480000,2015
   Sweden,2015,29880000,2015
Japan,2015,7020000,2015
Norway,2015,720000,2015
Russian Federation,2015,51840000,2015
Switzerland,2015,98460000,2015
Tunisia,2015,60000,2015
United Kingdom,2015,78120000,2015
United States of America,2015,177480000,2015
   Austria,2016,18480000,2016
   Belgium,2016,273000000,2016
   Belgium/Luxembourg,2016,0,2016
   Bulgaria,2016,19620000,2016
   Croatia,2016,5940000,2016
   Cyprus,2016,240000,2016
   Czechia,2016,58380000,2016
   Denmark,2016,9120000,2016
   Estonia,2016,780000,2016
   Finland,2016,14520000,2016
   France,2016,77880000,2016
   Germany,2016,798780000,2016
   Greece,2016,11820000,2016
   Hungary,2016,21300000,2016
   Ireland,2016,5100000,2016
   Italy,2016,251580000,2016
   Latvia,2016,7200000,2016
   Lithuania,2016,15420000,2016
   Luxembourg,2016,10260000,2016
   Malta,2016,60000,2016
   Netherlands,2016,162120000,2016
   Poland,2016,111120000,2016
   Portugal,2016,15720000,2016
   Romania,2016,3660000,2016
   Slovakia,2016,40800000,2016
   Slovenia,2016,7800000,2016
   Spain,2016,127500000,2016
   Sweden,2016,33120000,2016
Japan,2016,6660000,2016
Norway,2016,1080000,2016
Russian Federation,2016,47640000,2016
Switzerland,2016,104880000,2016
Tunisia,2016,0,2016
United Kingdom,2016,94080000,2016
United States of America,2016,190500000,2016
   Austria,2017,18480000,2017
   Belgium,2017,262620000,2017
   Belgium/Luxembourg,2017,0,2017
   Bulgaria,2017,17520000,2017
   Croatia,2017,4680000,2017
   Cyprus,2017,120000,2017
   Czechia,2017,42180000,2017
   Denmark,2017,7200000,2017
   Estonia,2017,1500000,2017
   Finland,2017,17880000,2017
   France,2017,90840000,2017
   Germany,2017,816000000,2017
   Greece,2017,6660000,2017
   Hungary,2017,18780000,2017
   Ireland,2017,8220000,2017
   Italy,2017,265020000,2017
   Latvia,2017,6660000,2017
   Lithuania,2017,11520000,2017
   Luxembourg,2017,10140000,2017
   Malta,2017,0,2017
   Netherlands,2017,186240000,2017
   Poland,2017,105480000,2017
   Portugal,2017,15000000,2017
   Romania,2017,3060000,2017
   Slovakia,2017,34260000,2017
   Slovenia,2017,12720000,2017
   Spain,2017,136500000,2017
   Sweden,2017,34860000,2017
Japan,2017,6780000,2017
Norway,2017,1140000,2017
Russian Federation,2017,57360000,2017
Switzerland,2017,111660000,2017
Tunisia,2017,0,2017
United Kingdom,2017,99720000,2017
United States of America,2017,175800000,2017
   Austria,2018,15420000,2018
   Belgium,2018,262620000,2018
   Belgium/Luxembourg,2018,0,2018
   Bulgaria,2018,18720000,2018
   Croatia,2018,5160000,2018
   Cyprus,2018,60000,2018
   Czechia,2018,44760000,2018
   Denmark,2018,7680000,2018
   Estonia,2018,1260000,2018
   Finland,2018,10740000,2018
   France,2018,98940000,2018
   Germany,2018,826200000,2018
   Greece,2018,6060000,2018
   Hungary,2018,19920000,2018
   Ireland,2018,4140000,2018
   Italy,2018,279540000,2018
   Latvia,2018,8700000,2018
   Lithuania,2018,10800000,2018
   Luxembourg,2018,10680000,2018
   Malta,2018,0,2018
   Netherlands,2018,202560000,2018
   Poland,2018,113340000,2018
   Portugal,2018,16020000,2018
   Romania,2018,3240000,2018
   Slovakia,2018,36720000,2018
   Slovenia,2018,19920000,2018
   Spain,2018,155100000,2018
   Sweden,2018,34740000,2018
Japan,2018,7440000,2018
Norway,2018,540000,2018
Russian Federation,2018,63240000,2018
Switzerland,2018,116760000,2018
Tunisia,2018,0,2018
United Kingdom,2018,113340000,2018
United States of America,2018,174120000,2018
   Austria,2019,16440000,2019
   Belgium,2019,300840000,2019
   Belgium/Luxembourg,2019,0,2019
   Bulgaria,2019,21720000,2019
   Croatia,2019,5160000,2019
   Cyprus,2019,1380000,2019
   Czechia,2019,45960000,2019
   Denmark,2019,7800000,2019
   Estonia,2019,1500000,2019
   Finland,2019,10080000,2019
   France,2019,108720000,2019
   Germany,2019,828060000,2019
   Greece,2019,6420000,2019
   Hungary,2019,21300000,2019
   Ireland,2019,4140000,2019
   Italy,2019,326280000,2019
   Latvia,2019,7260000,2019
   Lithuania,2019,13320000,2019
   Luxembourg,2019,10740000,2019
   Malta,2019,0,2019
   Netherlands,2019,199440000,2019
   Poland,2019,117120000,2019
   Portugal,2019,17340000,2019
   Romania,2019,3420000,2019
   Slovakia,2019,32820000,2019
   Slovenia,2019,24900000,2019
   Spain,2019,166560000,2019
   Sweden,2019,34740000,2019
Japan,2019,9480000,2019
Norway,2019,900000,2019
Russian Federation,2019,65820000,2019
Switzerland,2019,126840000,2019
Tunisia,2019,0,2019
United Kingdom,2019,106800000,2019
United States of America,2019,170520000,2019
